title,link,在线直播t,企业合作t,活动会议t,新品上市t,在线直播,tag1,企业合作,tag2,活动会议,tag3,新品上市,tag4,predict
回放 \ 危机突围 助力成长 金蝶云星空财务、费用报销在线实操培训,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500954&idx=1&sn=a3b33fb4b70623ac2f56cb4607520cdc&chksm=c06a218cf71da89a56fdd6af1412ee05018f026ad423f97ebbf66eee326d5cf5302720bfdc4a#rd,0,0,0,0,1,['直播'],3,"['高效', '携手', '效率']",2,"['邀请', '活动']",3,"['推出', '助力', '解决方案']",在线直播
金蝶云·星空发布小程序营销套件，助力企业开辟线上私域流量！,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500948&idx=1&sn=a2248fe702f0c624ffd7a26cc45477fc&chksm=c06a2182f71da8946de1cc5e0df7f6d61f59c08e0abc139ce2d3b7241611577ad569be9d8fce#rd,0,0,0,1,0,[],6,"['效率', '选择', '解决', '高效', '需求', '成本']",1,['活动'],6,"['推出', '上线', '开放', '全新', '助力', '发布']",新品上市
董明珠、徐少春等共话疫情后中国制造业新方向,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500883&idx=1&sn=d08da68d191bf9b1530952c461ab0e8e&chksm=c06a2145f71da853952c402a6a1abb343e064d93e1c9d7e2e1814439745fcaf6a0031a90fe09#rd,0,0,0,0,1,['直播'],7,"['伙伴', '合作', '联合', '传统', '共同', '高效', '需求']",3,"['会议', '探讨', '活动']",0,[],在线直播
金蝶入选《浙江省助力企业复工复产产品和服务目录》，助力企业实现远程复工复产！,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500829&idx=1&sn=6fb982f9b0b34f9dd864b51ca1ffab86&chksm=c06a210bf71da81dfb97be32bfb423d0f6ac459ba0e70f1b12310dbaae34aaa67e03182f2711#rd,0,0,0,0,0,[],1,['高效'],1,['活动'],1,['助力'], 
金蝶入选《大连市应对疫情防控软件技术和解决方案》推荐名录，助力企业实现远程复工复产！,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500790&idx=1&sn=8eca061d85fdcdd3d75eb58cc6a135b8&chksm=c06a26e0f71daff657b647b8c385c667e95c0a3749fa2e7aea8175f8d548100698f951e5c73b#rd,0,0,0,0,0,[],5,"['协助', '高效', '需求', '成本', '签约']",2,"['会议', '活动']",4,"['发布', '助力', '解决方案', '开放']",活动会议
金蝶发布伙伴云转型加速计划，打造企业云服务新生态,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500777&idx=1&sn=277f2e4553ae1f4bd125d7949e9f2dde&chksm=c06a26fff71dafe9295affc0e5d58a2062dd1006ecfa8c95dba14a7865ecae4d178376c31714#rd,0,0,0,1,1,['直播'],3,"['高效', '伙伴', '效率']",4,"['参加', '活动', '大会', '会议']",2,"['发布', '开放']",新品上市
三一集团：疫情期的人力资源管理实践,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500753&idx=1&sn=66c264c6168763ddd2e4f4525cbe5b0b&chksm=c06a26c7f71dafd1d96375fea2505c95b6af78f7e6125c50cd91805902276d620e26fafefe08#rd,0,0,0,0,1,['直播'],6,"['启动', '效率', '传统', '高效', '需求', '成本']",3,"['会议', '邀请', '活动']",5,"['上线', '开放', '全新', '发布', '解决方案']",在线直播
抗“疫”，金蝶在行动,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500725&idx=1&sn=0abc99109b27220da54091811593946e&chksm=c06a26a3f71dafb517034c33d025a2ba42f37348169f1b72e36fbc0c50b6e38a2baf078d71a1#rd,0,0,0,0,0,[],1,['高效'],1,['活动'],0,[],活动会议
成就客户，决胜云端\2020年金蝶集团生态合作伙伴大会,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500725&idx=2&sn=69b5d4ddacf5fbc9139ce193f11755af&chksm=c06a26a3f71dafb5a3779d4a0b53969fc71b0add6407ddde5142fa51ccd601474a5583057e1d#rd,0,1,1,0,1,['直播'],2,"['高效', '共赢']",3,"['举行', '大会', '活动']",2,"['全新', '助力']",企业合作
中小企业的突围之道，经营会计是重启经营的根本,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500725&idx=3&sn=2d4254394f39f17716e3f184113853bd&chksm=c06a26a3f71dafb576b1b3e2935fbe253c9dc15deb0a224e06f614e4b90fa96f3b2660a04f3d#rd,0,0,0,0,1,['直播'],6,"['双方', '合作', '案例', '解决', '高效', '成本']",3,"['举行', '现场', '活动']",0,[],在线直播
疫情当前，金蝶联合祖名打造零售免疫新能力,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500725&idx=4&sn=0c28657453a0b3fabd2f7b87a364846f&chksm=c06a26a3f71dafb576c527f92c57ada719ae419a3668672305c741edb47b94f79ecfc03f3130#rd,0,1,0,0,1,['直播'],6,"['效率', '联合', '案例', '共同', '高效', '需求']",4,"['致辞', '现场', '邀请', '活动']",1,['解决方案'],企业合作
疫情当下HR管理面临的挑战和对策,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500725&idx=5&sn=8c2140abe4cbe53675f8988ed3444e1a&chksm=c06a26a3f71dafb555b958bd9487fb3332557011491c5606ebe7c1404d46abc0369483299790#rd,0,0,0,0,1,['直播'],5,"['启动', '效率', '解决', '高效', '需求']",3,"['会议', '现场', '活动']",2,"['发布', '解决方案']",在线直播
尚惠红：新变化 心思维 共建财务管理新世界,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500725&idx=6&sn=79e11988413a53271f511ae754cc2d9e&chksm=c06a26a3f71dafb59c27121dc3e54cd16feed0e87fcbfb5a024ccbc9dccb9b6d381685189644#rd,0,0,0,0,1,['直播'],4,"['高效', '伙伴', '传统', '共建']",1,['活动'],3,"['推出', '全新', '解决方案']",在线直播
疫情之下，金蝶央企助力中央企业共克时艰 开启云端管理新模式,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500725&idx=7&sn=dff6ea6ba444a7ee42eb66534e72c05c&chksm=c06a26a3f71dafb54a03f39156c86920bd18d8904372b637fa4ddc60013e0de2a5886396b7ca#rd,0,0,0,0,1,['直播'],5,"['协助', '效率', '传统', '解决', '高效']",4,"['会议', '现场', '探讨', '活动']",6,"['推出', '上线', '开放', '助力', '发布', '解决方案']",在线直播
最新热点 \ 财务半月谈01期,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500725&idx=8&sn=4a4578379ee54fcbe97610da55f6adfd&chksm=c06a26a3f71dafb50282593f2ea6f90bb458efce96019fd9891f76175583a542066032a7faaa#rd,0,0,0,0,1,['直播'],2,"['高效', '联合']",1,['活动'],2,"['发布', '解决方案']",在线直播
疫情下的劳动法与人力资源管理 -- 金蝶s-HR免费公益直播课程正式上线！,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500656&idx=1&sn=23fd8bb83c367ef48353036a0b570360&chksm=c06a2666f71daf7045c77a8f10e7264de6f735c1294e05167df5c1ef6470f589725d944426cf#rd,1,0,0,1,1,['直播'],3,"['高效', '需求', '解决']",2,"['邀请', '活动']",3,"['全新', '上线', '开放']",在线直播
致敬武汉英雄，金蝶捐赠1000万,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500651&idx=1&sn=84ebf64ad872b00a63033504394bd179&chksm=c06a267df71daf6be0a74e9a1af70aa4078e3399c31e2ae13e9642bb4052795b247664a98fb9#rd,0,0,0,0,0,[],1,['高效'],1,['活动'],2,"['发布', '助力']", 
疫情当下，企业HR六大防控攻略,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500650&idx=1&sn=f084ef9c11d978df1fcb8acc3a41d95e&chksm=c06a267cf71daf6ab77672f76ff9451f92c3e9ed940e91d28e575a4a702502e6f9daec900f78#rd,0,0,0,0,1,['直播'],3,"['选择', '高效', '需求']",3,"['会议', '现场', '活动']",3,"['发布', '全新', '开放']",在线直播
春节我值班 服务“不打烊”,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500628&idx=1&sn=2532c119727d48571bf57de8c773f4df&chksm=c06a2642f71daf5489eba882baede0b14845aa4c77c56ded3ea7e4b11d3e7be2ab0c9ea007f5#rd,0,0,0,0,0,[],1,['高效'],1,['活动'],0,[],活动会议
领航2020，金蝶云·星空应邀出席中国工业经济年会,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500621&idx=1&sn=b6cd33a3ead2abae595b23ede8df7a53&chksm=c06a265bf71daf4dda2de80a1ff3e1ccebad4dba0c692288fd9c36e1228cd0619d3b42771f6c#rd,0,0,0,0,0,[],5,"['伙伴', '合作', '传统', '高效', '携手']",6,"['现场', '大会', '主办', '出席', '致辞', '活动']",2,"['助力', '解决方案']",活动会议
星空案例 \ 全屋定制大师-科凡家居的信息化之路,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500608&idx=1&sn=07b41e4a7feea628917bce22670a6d40&chksm=c06a2656f71daf40b03376e5f8c37b12b78740f1e3f80a7bc7a5d6c23833fc849aa03c78aa91#rd,0,1,0,0,0,[],10,"['协助', '成本', '联合', '案例', '解决', '共同', '高效', '需求', '搭建', '携手']",2,"['现场', '活动']",1,['开放'],企业合作
2020，金蝶为企业成长加油,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500599&idx=1&sn=10dd2dea1f79500a5b3cc4e260634873&chksm=c06a2621f71daf37f750287e60a5ae9bcb2a5e9ca2b53d89341cb2d4ea7417c6a069d7bd36eb#rd,0,0,0,0,0,[],3,"['高效', '联合', '共同']",4,"['探讨', '举办', '大会', '活动']",2,"['推出', '助力']", 
用汗水浇灌收获，以实干笃定前行,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500594&idx=1&sn=719e2b760f4fd92fc2261fdac15bd7dd&chksm=c06a2624f71daf32e249cc7993d462f1e068ab158e5d15be7d913a768882cd9e541ad48438e8#rd,0,0,0,0,1,['直播'],5,"['伙伴', '传统', '共同', '高效', '需求']",1,['活动'],5,"['推出', '上线', '开放', '全新', '助力']",在线直播
星空年终盘点  \ 2020年，同“星”同行，向EBC时代出发！,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500590&idx=1&sn=3dfcabff3bdcca031963ead52353a523&chksm=c06a2638f71daf2e1de771a5ae2d9c18a045715954ac7818ad46c03263a9610280eb52e94939#rd,0,0,0,0,0,[],7,"['联合', '合作', '传统', '共赢', '案例', '高效', '携手']",5,"['举行', '大会', '举办', '活动', '峰会']",5,"['推出', '全新', '助力', '发布', '解决方案']",活动会议
金蝶s-HR税优工具：规避奖金黑洞，让员工享受减税红利！,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500583&idx=1&sn=732ec0e80310d93a9d0ebb488a2cfd79&chksm=c06a2631f71daf27caa0bb3c8a8db19292d84d894b8234370d1881b9df7ca7a8e3c91d98a0d2#rd,0,0,0,0,0,[],1,['高效'],1,['活动'],0,[],活动会议
三一集团s-HR一期项目成功验收,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500578&idx=1&sn=7c1e6fd3e8c67f1879bd75fd3c98cc8f&chksm=c06a2634f71daf226589e3450f089355dafaf1586a49fce154eb306afd72d5bbfa01563c61fc#rd,0,0,0,0,0,[],1,['高效'],1,['活动'],0,[],活动会议
金蝶s-HR又双叒叕获奖了!,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500578&idx=2&sn=6543e522be676279efa501645c3170c4&chksm=c06a2634f71daf2202476f4cfaea98d509e2edf5e8acb62bb892bbefb2bf5f776cd2a2e06b62#rd,0,0,0,0,0,[],6,"['启动', '联合', '解决', '共同', '高效', '需求']",6,"['大会', '主办', '出席', '举办', '活动', '峰会']",4,"['助力', '全新', '上线', '开放']",活动会议
全球深商大会开幕，表彰“数字化转型先锋”助推企业上云,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500568&idx=1&sn=2f6ea021b12709450473d5051ed015e0&chksm=c06a260ef71daf182b762b84f619d1a3586379bd51b9267d53aa7516eee3ec4d03c4818a48ea#rd,0,0,2,0,0,[],4,"['高效', '联合', '成本', '共同']",6,"['举行', '大会', '出席', '举办', '开幕', '活动']",1,['发布'],活动会议
解码拓浦精工「30秒生产一个高端电饭锅」的奥秘,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500557&idx=1&sn=43dcb853ddcf5ab8df75c4bcdd7734c7&chksm=c06a261bf71daf0d7cf97ef78a7dca21b2d44c5897af6fc464bb4b0c7de44f8e9536f4f6d97e#rd,0,0,0,0,0,[],8,"['效率', '选择', '传统', '解决', '高效', '需求', '搭建', '成本']",3,"['探讨', '现场', '活动']",1,['解决方案'],活动会议
关于粉丝迁移至本公众号的说明,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247500551&idx=1&sn=1a6505272887190d23bb00514d94fac8&chksm=c06a2611f71daf0755df52a3f6d45ca63bbd16652c9fdb6cc8126370adf60b524cccdb5d1bb7#rd,0,0,0,0,0,[],1,['高效'],1,['活动'],0,[],活动会议
数字化转型的本质，是解决管理学最古老的问题,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247495709&idx=1&sn=a6ef7746be7814fb23da3153d38d3411&chksm=c06a150bf71d9c1ddcfa277934817ebb481dc2d390168bb399a346fe5e333c0ddf0eee5b2b4e#rd,0,0,0,0,0,[],5,"['案例', '解决', '加盟', '高效', '需求']",2,"['现场', '活动']",0,[],企业合作
金蝶云·星空餐饮行业案例 \ 老娘舅：从传统而生，到打破传统,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247495705&idx=1&sn=6a8f7c280db81ad5f1eb6ac8b945c6c2&chksm=c06a150ff71d9c19f74f2868db991d985d6b2ee36408da082709138fbb566284b0d5f0296c92#rd,0,1,0,0,0,[],9,"['效率', '伙伴', '合作', '传统', '案例', '高效', '需求', '联手', '成本']",1,['活动'],1,['开放'],企业合作
财税权威专家蔡昌：公平视角下的新一轮税制改革方向,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247494852&idx=1&sn=b1cced29acc811ec1b9ac82d397f3105&chksm=c06a09d2f71d80c4b79f5ebd80cd3cd6cc52289c2520e09935f38c1f8edb7b68499689dcbf74#rd,0,0,0,0,0,[],4,"['高效', '联合', '解决', '效率']",2,"['现场', '活动']",0,[],活动会议
企业如何从ERP时代跨入EBC时代？,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247494853&idx=1&sn=9a925f8fdb2063640dcd547d9a99da2a&chksm=c06a09d3f71d80c52b25104e3c0b605166c25d34952cbac3c44e9f7ba34b7a8f35ee36a088d1#rd,0,0,0,0,0,[],8,"['效率', '伙伴', '合作', '传统', '案例', '解决', '高效', '需求']",2,"['现场', '活动']",2,"['发布', '助力']",活动会议
星空腾冲峰会 \ 百名转型先锋齐聚，论道EBC时代企业成长之道,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247494854&idx=1&sn=cf176d9c1c7eb8923d6b0396aba785a3&chksm=c06a09d0f71d80c6c42339164f773630d7c7f88127d510af11e8a458f1fc37b8654d2025dfa6#rd,0,0,1,0,0,[],2,"['高效', '传统']",3,"['举办', '活动', '峰会']",3,"['全新', '助力', '解决方案']",活动会议
金蝶云·星空案例 \ 凭一锅粥，金稻园为何赢得深圳人19年称赞？,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247494855&idx=1&sn=d1b2e4f506ef0401519861ac7ccd6403&chksm=c06a09d1f71d80c75cc0cabc496d276fb633e38cc678257998597a417539cbc0c574eb5c69f4#rd,0,1,0,0,0,[],6,"['效率', '案例', '解决', '高效', '需求', '成本']",1,['活动'],1,['上线'],企业合作
就在明天，星空腾冲峰会，数字化转型专家与您共同论道,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247494855&idx=2&sn=dfc83c928e8e5a1169fe2d0f2abd1930&chksm=c06a09d1f71d80c73aae246fcfb796423ff9acf2a03d54c305f66b5a4a69775b97214eeaa107#rd,0,0,1,0,0,[],2,"['高效', '共同']",2,"['活动', '峰会']",0,[],活动会议
智能财税：从职能到赋能 金蝶EAS Cloud助力企业数字化转型,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247497151&idx=1&sn=424b5a9b1e343a4f42a68228a5cf8564&chksm=c06a10a9f71d99bfc23b3532d65cd0eb75e57e0d191a8a178616035981b34cf3c63c9cc5c9bc#rd,0,0,0,0,0,[],5,"['效率', '协议', '传统', '高效', '需求']",2,"['大会', '活动']",3,"['助力', '推出', '上线']",活动会议
金蝶EAS Cloud智能财务在山西财大亮相 聚焦山西企业财务转型,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247497151&idx=2&sn=d48202b0188de17da81a680ccb29c831&chksm=c06a10a9f71d99bf2fe7516f9e6127e64bf10f17b48e703e9bafe8f03d3bc466e43947c72faa#rd,0,0,0,0,0,[],7,"['协助', '传统', '共建', '共同', '高效', '需求', '仪式']",8,"['现场', '大会', '出席', '会议', '举办', '探讨', '致辞', '活动']",3,"['全新', '助力', '解决方案']",活动会议
论坛报名 \ 第二届（2019年）智能财务高峰论坛,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247489141&idx=1&sn=7f3fabd73ac217b938b5057f1ea5d93f&chksm=c069f363f71e7a7590fb9538f140486952da8af205352dba65cdc88ba949aa00aa15716a3b2c#rd,0,0,0,0,0,[],4,"['高效', '合作', '需求', '共同']",6,"['参加', '主办', '致辞', '议程', '活动', '峰会']",1,['发布'],活动会议
金蝶云·星空MES云，​「联合汽车电子」的科技驱动新引擎,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247494858&idx=1&sn=6ee041cd159b125f3e74af950b8ecbd1&chksm=c06a09dcf71d80ca97ed608f67f454b2625a1354b565b27b119bdb5d37f6af48670108e298b3#rd,0,1,0,0,0,[],6,"['选择', '联合', '传统', '高效', '需求', '搭建']",2,"['现场', '活动']",3,"['助力', '上线', '解决方案']",企业合作
12月6日，知名大学教授李平，与您相约云南腾冲,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247494858&idx=2&sn=888efd7a2d77e77c60c22e255d1ef5ef&chksm=c06a09dcf71d80ca356b43747d76a8f2f36375e3134dd268b3f179af732244ff3704b8200efb#rd,0,0,0,0,0,[],1,['高效'],1,['活动'],0,[],活动会议
千年雪域 圣境长白 \ 2019金蝶大企业数字化转型高峰论坛山巅论道,http://mp.weixin.qq.com/s?__biz=Mzg5ODAzNjg1Nw==&mid=2247489142&idx=1&sn=af5edf025832457eadc94f604d278e0d&chksm=c069f360f71e7a769038e97f005a15ece30060e90d15921b594591961cecd37bc5f99154d32b#rd,0,0,0,0,0,[],5,"['合作', '传统', '共同', '高效', '成本']",4,"['探讨', '邀请', '致辞', '活动']",2,"['全新', '解决方案']",活动会议
