title,link,在线直播t,企业合作t,活动会议t,新品上市t,在线直播,tag1,企业合作,tag2,活动会议,tag3,新品上市,tag4,predict
全面链接经销商，大连鹏鸿实现生产企业全渠道营销突破,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899547&idx=1&sn=c51c236ba243acefa4df3d1d1749eaa9&chksm=bd4a81f48a3d08e223d02352f59c026bb29c578c6ecd25e15bee0c2a51bbeedfaac606a53fc6#rd,0,0,0,0,0,[],8,"['效率', '选择', '合作', '传统', '解决', '高效', '需求', '携手']",1,['会议'],1,['开放'],企业合作
金蝶携手山西百信打造信创产品 接受习总书记检阅,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899539&idx=1&sn=93686180703d376e27584a7fad880349&chksm=bd4a81fc8a3d08ea65153737ba54119b86fbc1e87fd8a24fe6f9a8cab5a868c829a05a2508e8#rd,0,1,0,0,0,[],4,"['合作', '携手', '双方', '联手']",0,[],0,[],企业合作
财务洞察半月刊07期｜智能流程自动化呈现爆发趋势,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899539&idx=2&sn=f81373eb2ecce116bd59d7ce8fbc910d&chksm=bd4a81fc8a3d08ea07f3a9819d6fca28d210bb8b115c3faa050ef872ba6c853267b957aa2328#rd,0,0,0,0,1,['直播'],4,"['伙伴', '联合', '传统', '共同']",2,"['参加', '峰会']",1,['发布'],在线直播
融合 · 赋能 · 共生——信创产业发展之道,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899490&idx=1&sn=75fc19543c17049f16a2513ae58e3813&chksm=bd4a818d8a3d089b0efa877b15ecccb393741cef5657bb558afd0d5245a1f7c7c12a4934880b#rd,0,0,0,0,0,[],7,"['伙伴', '联合', '合作', '共建', '共同', '需求', '携手']",3,"['举办', '活动', '峰会']",3,"['发布', '全新', '解决方案']",活动会议
@会计人，你有一份2020年会计福利待开箱！,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899490&idx=2&sn=bf8676229d427e13550c54db8e16d24a&chksm=bd4a818d8a3d089bcc54a1996b814c7d417c6f3d2daf1acc702f4fd6e5b8d871ac9ee794beb1#rd,0,0,0,0,0,[],0,[],1,['活动'],0,[],活动会议
金蝶与雨诺股份战略签约，共建医药行业云生态,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899490&idx=3&sn=5af9eff908c4d8492eb670e5e4b1a103&chksm=bd4a818d8a3d089b7a8ecb4ff3707103b6964bc3cb3efd983584f0fadc73d3105342ce779d34#rd,0,1,0,0,0,[],13,"['启动', '双方', '成本', '伙伴', '合作', '协议', '共建', '加盟', '共同', '联手', '仪式', '携手', '签约']",3,"['举办', '出席', '峰会']",2,"['助力', '解决方案']",企业合作
金蝶与艾普工华战略签约，共同助力智能制造云转型,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899490&idx=4&sn=891838df573d8435be8b0fb5d3cf5c66&chksm=bd4a818d8a3d089b625c5b89ae57f94b3905de3a23878b3cedde25e8df4a142802630c5e95e0#rd,0,1,0,0,0,[],15,"['启动', '双方', '伙伴', '签署', '合作', '协议', '共建', '加盟', '共赢', '高效', '共同', '联手', '仪式', '携手', '签约']",3,"['举办', '出席', '峰会']",2,"['助力', '解决方案']",企业合作
新成长，创未来 第二届 金蝶云·苍穹追光者开发者大赛启动啦！,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899471&idx=1&sn=9150925fb5f1d9a594a9b84bf52a19d6&chksm=bd4a81a08a3d08b63745d1c3c3018d6d20f0dc7d14833e38c7bbc0abbfc7c6f35507e70d584f#rd,0,0,0,0,0,[],5,"['启动', '伙伴', '联合', '共赢', '共同']",3,"['举办', '主办', '峰会']",1,['开放'],活动会议
零酒精、免水洗、不伤肤、杀菌率99.999%，这款消毒液功能太强大！\金选计划,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899471&idx=2&sn=3f3049259e346c3efd262fa952bacc53&chksm=bd4a81a08a3d08b6ae591d3652965eb521eec1ffb0473b97b54225218bae0d763185f660a443#rd,0,0,0,0,0,[],2,"['选择', '需求']",0,[],2,"['发布', '助力']", 
万物竞长，聚力生态\金蝶云苍穹峰会·生态论坛暨第二届追光者大赛启动,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899412&idx=1&sn=395a9fe186fc2c9403140b71c4e5c3ed&chksm=bd4a817b8a3d086d7bd4ba73158734497d7d0d53bd313f2b0a5a69e39b8a15eac01017a163db#rd,0,0,1,0,0,[],11,"['启动', '双方', '伙伴', '合作', '传统', '共赢', '加盟', '共同', '仪式', '携手', '签约']",4,"['致辞', '大会', '主办', '峰会']",3,"['助力', '解决方案', '开放']",活动会议
最新热点 \ 大企业市场洞察半月刊 06期,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899412&idx=2&sn=3e4cdb69ceca1f194f139b1e525b215d&chksm=bd4a817b8a3d086d46ba5c1c6736bc02f94cea3ff4ef77a4cdb09326cafee121881d75c58636#rd,0,0,0,0,0,[],7,"['启动', '伙伴', '联合', '传统', '共同', '需求', '成本']",1,['峰会'],4,"['助力', '推出', '上线', '发布']",活动会议
15大企业业务能力  重塑企业“新商业 新管理 新平台”,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899364&idx=1&sn=f0ee645a0b425742c78c69e388ae2282&chksm=bd4a810b8a3d081d4e54340ee8171fb6c65f1bea7e4ae5f5644fd94de5dc239a0cdf18f4df90#rd,0,0,0,0,1,['直播'],5,"['签署', '案例', '协议', '合作', '共同']",5,"['现场', '出席', '探讨', '开幕', '峰会']",4,"['助力', '上线', '发布', '开放']",在线直播
河北“总裁带货”工业企业产品网络直销公益活动即将启动,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899364&idx=2&sn=2d24242b40712c15c94cf28e3fd57357&chksm=bd4a810b8a3d081dca0fe2c7e57e340fa57d59396cd8ddee93d5111da359e63104bfe6c08a62#rd,0,0,1,0,1,['直播'],3,"['联合', '启动', '共同']",1,['活动'],0,[],活动会议
金蝶发布苍穹应用市场 打造产业互联网云生态,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899304&idx=1&sn=93190638098103bc31b8a8b7ceeab114&chksm=bd4a8ec78a3d07d1e5cbaa34b603042c35fe0da4f09b9dfcfc8742ada5205f15481cb347f4c8#rd,0,0,0,1,0,[],8,"['效率', '伙伴', '联合', '传统', '共建', '共同', '需求', '携手']",1,['峰会'],3,"['发布', '助力', '开放']",新品上市
明天！邬贺铨、田溯宁、曹仰锋等共话新商业 新管理 新平台！,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899287&idx=1&sn=126c509104ca9444508538d659c1c46f&chksm=bd4a8ef88a3d07ee03b16a0bd63439ee152c94fbd2a707da89a31d22817c79647740e9ea418b#rd,0,0,0,0,1,['直播'],0,[],2,"['举办', '峰会']",0,[],在线直播
金蝶与腾讯云达成战略合作 中国SaaS行业将迎来中台时代,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899287&idx=2&sn=a81bdd1da687b13eb00cbcac610f32a3&chksm=bd4a8ef88a3d07ee8f01d2357f9c2edf851ed369397edbcd3de920d6d1068c7b61ebd5a91ca5#rd,0,1,0,0,0,[],6,"['双方', '联合', '合作', '共建', '共同', '联手']",3,"['会议', '探讨', '峰会']",5,"['推出', '上线', '助力', '发布', '解决方案']",企业合作
参与发起发改委《数字化转型伙伴行动》，金蝶多项政策助力企业成长,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899277&idx=1&sn=c8af752dc360d4cc8ab2324b1169aeb9&chksm=bd4a8ee28a3d07f48c5724aae3bc460e58f37cc7e29dee1e4d0113742d2010786bf69ad9c111#rd,0,0,0,0,0,[],10,"['启动', '成本', '伙伴', '联合', '共赢', '解决', '共建', '共同', '携手', '仪式']",1,['会议'],5,"['推出', '开放', '助力', '发布', '解决方案']",企业合作
华为、招商局、顺丰科技…后天都有谁？,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899277&idx=2&sn=221f530865b19361eeb8205ff00b08e7&chksm=bd4a8ee28a3d07f4214bea766ac1ae791ed59f18c44ce33deb646af24cd3377e9eaec8a71b1b#rd,0,0,0,0,0,[],0,[],3,"['举行', '邀请', '峰会']",0,[],活动会议
邬贺铨：迎接产业互联网时代,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899254&idx=1&sn=37cb14b763bc296af64553f37a82fd65&chksm=bd4a8e998a3d078f7cc9578f54f5e1284dafe8900310ac2c9bf77dc6893f8c7dfbd23311e220#rd,0,0,0,0,0,[],5,"['选择', '合作', '传统', '需求', '成本']",3,"['参加', '邀请', '峰会']",2,"['推出', '解决方案']",活动会议
新商业、新管理、新平台——企业数字化转型新方向,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899254&idx=2&sn=5f86409438d7f888f6e221d6bbefab37&chksm=bd4a8e998a3d078fe9f9c68960ab9436c557d46d9068702231e9338784a720379ac5f5743580#rd,0,0,0,0,1,['直播'],6,"['选择', '传统', '共同', '高效', '需求', '携手']",4,"['参加', '探讨', '致辞', '会议']",2,"['助力', '解决方案']",在线直播
5月15日，我将再次重“锤”出击！,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899231&idx=1&sn=e4e0a3c4c14ea0d928a82f7b228fe4f9&chksm=bd4a8eb08a3d07a611ee63cd56f5530e57521cbf8334f037f5329849235dd9865dcd2aca55ee#rd,0,0,0,0,0,[],2,"['传统', '共同']",3,"['举办', '邀请', '峰会']",1,['开放'],活动会议
抗饿又营养，入选办公室网红零食榜的面包了解一下！\ 金选计划,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899231&idx=2&sn=f3c6c56c5273e6ccbdfa03c1d3596d50&chksm=bd4a8eb08a3d07a61ce2ea23185a6820f1d45b5ddd84d4c1f349e4ac102690bc0ddd2dc37a0b#rd,0,0,0,0,0,[],3,"['选择', '高效', '解决']",0,[],2,"['发布', '助力']", 
母亲节快乐！,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899186&idx=1&sn=d8dd9bccff9a12e5caed83880225f859&chksm=bd4a8e5d8a3d074bda61cbb7b25ffa5c4df9f2e1720197521f2e566f630cc57543545b73b2e6#rd,0,0,0,0,0,[],0,[],0,[],0,[], 
仁和集团：人为本 和为贵,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899185&idx=1&sn=803ea6a6a72957159b5179ad3b0ebd83&chksm=bd4a8e5e8a3d07488548d09c0ec4c375e57e2bb3afa7a637f6b97a9bfdfe012dc96957681226#rd,0,0,0,0,0,[],5,"['选择', '合作', '传统', '共同', '携手']",0,[],1,['上线'],企业合作
金蝶携手迎驾酒业共叙食品行业数字化转型之道——  暨《金蝶食品行业数字化转型白皮书2020》云发布会,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899185&idx=2&sn=f6ecab8782a0119f8b5117ad8ae1e8f4&chksm=bd4a8e5e8a3d0748c6691edb01bbaa4784b3ba90ca23f135a9511604db0170f31392d9fe2bec#rd,0,1,0,1,1,['直播'],4,"['需求', '携手', '联手', '效率']",1,['出席'],2,"['发布', '解决方案']",企业合作
小微企业采购痛点多？一招破解让你不再脑瓜疼,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899164&idx=2&sn=f0324c0658681de73c011cd5af7da75a&chksm=bd4a8e738a3d07658d1439a24a10590e4816170c7d898a68c88d9603fd43547b69452c524301#rd,0,0,0,0,0,[],11,"['双方', '选择', '合作', '传统', '案例', '解决', '共同', '高效', '需求', '搭建', '成本']",0,[],2,"['助力', '解决方案']",企业合作
卡撒天娇，与时并进，迎接新经济！,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899159&idx=1&sn=cee20f46ccb3402faf3a00d58dbf044e&chksm=bd4a8e788a3d076e046e527c1c52c9ef8e6cbbcb5b37bd11fba391b9280d8c74834868a12406#rd,0,0,0,0,0,[],7,"['效率', '选择', '合作', '共同', '高效', '需求', '成本']",0,[],2,"['推出', '全新']",企业合作
把“朋克养生”装进包包里，这款茶水分离保温杯助你一臂之力！ \ 金选计划,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899159&idx=2&sn=1b4bccdb9b3aa6f03d3fa926379b2fd3&chksm=bd4a8e788a3d076edddf67b799220e18368699e955fc4cfc575fce24383373d6b2263cd1432c#rd,0,0,0,0,0,[],0,[],0,[],2,"['发布', '助力']", 
青年节快乐！,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899151&idx=1&sn=e96fdcc3542cb422c420233085979b48&chksm=bd4a8e608a3d07766384bda26de968aa414aa6a1da3b866deb1d22c64162746c06c8e0d6a0b9#rd,0,0,0,0,0,[],0,[],0,[],0,[], 
最新热点 \ 大企业市场洞察半月刊 05期,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899142&idx=1&sn=f8a39d40ac60e3149084633a19dfffce&chksm=bd4a8e698a3d077f716c1287240016b366a0a467275a3929015f1b6656c1616d0bda7017e61b#rd,0,0,0,0,0,[],5,"['选择', '联合', '传统', '共同', '需求']",3,"['参加', '探讨', '会议']",3,"['发布', '助力', '解决方案']",活动会议
上国会杨寅：人机协同共生是未来财务的理想方向,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899142&idx=2&sn=d9da47fe82f93ff62c1446f8db2c6686&chksm=bd4a8e698a3d077fb51dff687ce16c34bd3e8689766d9258ac3fbf3ff51aa28669641dfa0a66#rd,0,0,0,0,1,['直播'],9,"['效率', '选择', '合作', '传统', '共建', '共同', '高效', '需求', '成本']",2,"['邀请', '活动']",3,"['推出', '全新', '解决方案']",在线直播
柳工欧维姆：天眼和港珠澳大桥背后的精工巧匠,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899134&idx=1&sn=033f8ab0b4a1969fc786d3bf25a9efb6&chksm=bd4a8e118a3d0707c12dde6d96f92b0e857c299ce0eda8802dc545019f923164a8f63718b1fc#rd,0,0,0,0,0,[],4,"['需求', '成本', '解决', '效率']",0,[],2,"['助力', '上线']",活动会议
财务洞察半月刊06期｜原油价格跌到20多年低位,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899134&idx=2&sn=b277a97553580d9b03b9347e12dc6819&chksm=bd4a8e118a3d0707b72125e0cb06e761c3edb8ac05e2205f40b0acdec3a723d7c96fef81329c#rd,0,0,0,0,0,[],3,"['选择', '联合', '合作']",2,"['举行', '主办']",1,['发布'], 
关于粉丝迁移至本公众号的说明,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899126&idx=1&sn=8af74104b62f954e9b6c6b707199fd1a&chksm=bd4a8e198a3d070f9933e466a7d34d5fe30a4e0ab1b8011f21d924d3dec286bc8d50b4ad5336#rd,0,0,0,0,0,[],0,[],0,[],0,[], 
金蝶助力永升服务：用心构筑美好生活,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899125&idx=1&sn=ece51dff5b56783187bd5068077e391f&chksm=bd4a8e1a8a3d070c1025ebf889ddcf80ea889dcf12f914bf9289e775856e4153ee540e5fb6f0#rd,0,0,0,0,0,[],7,"['效率', '选择', '合作', '共赢', '共同', '高效', '成本']",0,[],3,"['助力', '上线', '解决方案']",企业合作
利率仅2.55%，一笔500万餐饮贷款的诞生！,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899125&idx=2&sn=31bd8674587ec2f99e692ce94df64ac3&chksm=bd4a8e1a8a3d070ce4b34597d143ceff06976f46157e796f562ce343d04f60ae7489037a77dc#rd,0,0,0,0,0,[],7,"['协助', '双方', '联合', '解决', '高效', '需求', '成本']",0,[],1,['解决方案'],企业合作
亚太集团：智慧店面，助力企业运营商到服务商转型,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899117&idx=1&sn=326f97d73704775d75537b890e1487d1&chksm=bd4a8e028a3d0714309ca623e053da50179df71854bf96d53d711c18d4c89b08a0871895d3b8#rd,0,0,0,0,0,[],8,"['效率', '选择', '合作', '传统', '案例', '高效', '需求', '成本']",0,[],3,"['助力', '全新', '上线']",企业合作
金蝶我家云携手万科，打造银星集团智慧园区新标杆,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899117&idx=2&sn=a312963e5ae079e780e23f7ac37a6df2&chksm=bd4a8e028a3d07140db7d62bb183029d9c9f1a0561e643a68f06373b314010de1a0b3d8b152a#rd,0,1,0,0,0,[],11,"['启动', '双方', '效率', '合作', '传统', '共同', '高效', '需求', '搭建', '携手', '牵手']",3,"['参加', '举行', '探讨']",2,"['助力', '开放']",企业合作
盘江股份：修炼内功，降本增效的转型之路,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899112&idx=1&sn=7eed9718f0a19aaf3d4740790c028f08&chksm=bd4a8e078a3d0711443b8404dcfe012c4af850ea59cfaa9df3c5769351a232913bd1e0a10fa8#rd,0,0,0,0,0,[],6,"['效率', '传统', '解决', '需求', '搭建', '成本']",0,[],2,"['助力', '上线']",企业合作
直播回顾 \ 金蝶我家云&华为，助力智慧园区数字生态建设,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899112&idx=2&sn=f43d9a80b6eb8ebba11a17eec24f2085&chksm=bd4a8e078a3d071135836c9f0d2d931f5472a30e68c5acbf55b4e3d608ff27ca0b271da5c8de#rd,1,0,0,0,1,['直播'],8,"['效率', '联合', '传统', '解决', '共建', '共同', '高效', '携手']",0,[],3,"['推出', '助力', '解决方案']",在线直播
金蝶我家云携手华为，解读新基建下智慧园区数字突围之道,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899103&idx=2&sn=ed5a9366b4c75d80e591ece9f85756c4&chksm=bd4a8e308a3d0726f84cd917418a946f4d7a448a81b2f624b7cfc935edbb4b0305e57822447f#rd,0,1,0,0,1,['直播'],8,"['双方', '效率', '成本', '联合', '传统', '高效', '搭建', '携手']",1,['会议'],2,"['推出', '助力']",企业合作
新年第一对“CP”，有点甜~,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899096&idx=1&sn=4bc09412309106f37b72436c550770ca&chksm=bd4a8e378a3d072152212186a8cbbe29befe0895b125d8d374c14a4fd60d9cc4e3399f3277e8#rd,0,0,0,0,0,[],5,"['选择', '共同', '高效', '需求', '携手']",0,[],3,"['推出', '助力', '解决方案']",活动会议
首届山西省财税线上论坛召开 助推山西企业财税管理数字化革新,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899096&idx=2&sn=ca770afc4d9602b6b71c331a1642ab42&chksm=bd4a8e378a3d0721342a00b6a80e9a8f5906e12afad8a0a440a2f05f1d0b86331377fa4298f7#rd,0,0,0,0,1,['直播'],6,"['效率', '联合', '传统', '解决', '共同', '成本']",5,"['会议', '举办', '探讨', '致辞', '议程']",1,['助力'],在线直播
西王好鲜生：3小时胚芽压榨，让你吃出健康好身体！\金选计划,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899091&idx=1&sn=e43cbe68d32c9b483fc32453cbfa178d&chksm=bd4a8e3c8a3d072ae26244b8bb03dda3a8f06b152ba9d06bae68ca49bb6030f33d20e3479524#rd,0,0,0,0,0,[],1,['选择'],0,[],2,"['发布', '助力']", 
金蝶天燕云计算股份有限公司总经理陈启发：用高质量应用拉动基础软件发展,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899091&idx=2&sn=586c7fda8410fea06dad2b0074c69ce5&chksm=bd4a8e3c8a3d072ae72c46b764343934a67245f97cb9562e4acb31d0ec8672b7ab9a8fa97f74#rd,0,0,0,0,0,[],4,"['选择', '需求', '共同', '效率']",0,[],2,"['推出', '开放']",活动会议
中小制造企业如何实现数字化破局？,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899091&idx=3&sn=21a1daf11654ad42acb278d276011fb0&chksm=bd4a8e3c8a3d072a1b89783ed8143daa69848ae445712cb7f78cdf3ea7a2e37ddd3534176d92#rd,0,0,0,0,1,['直播'],4,"['案例', '解决', '需求', '成本']",4,"['现场', '活动', '主办', '邀请']",3,"['推出', '助力', '解决方案']",在线直播
安图生物：数字化运营助力高速发展,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899085&idx=1&sn=bdf5223aa087bdc8d7fd55f44d87c11a&chksm=bd4a8e228a3d073475c149dd58cdc0b89f4c3758baef91e5a08a5bab911ba9ba76f04679cacd#rd,0,0,0,0,0,[],7,"['效率', '伙伴', '合作', '共建', '高效', '需求', '携手']",1,['现场'],3,"['推出', '助力', '解决方案']",活动会议
最新热点 \ 大企业市场洞察半月刊 04期,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899085&idx=2&sn=b20e5f4282dbe883b72c8d350fe49fe1&chksm=bd4a8e228a3d0734ed5d9490779d15fdf130ac0dca2823e2c0ad53184e0ee3dd0f9b1ee0f3d2#rd,0,0,0,0,0,[],7,"['启动', '联合', '合作', '传统', '案例', '共同', '成本']",3,"['举办', '邀请', '活动']",2,"['发布', '开放']",活动会议
烽火通信：以数据之光造福30亿用户,http://mp.weixin.qq.com/s?__biz=MjM5Mjk3Mjg2NA==&mid=2652899068&idx=1&sn=2b07d1697f33a82112d28aa27fd91b09&chksm=bd4a8fd38a3d06c5ecc92077e45681def26c832c13dedb7d6937d723694eb8372b0d363e4482#rd,0,0,0,0,0,[],7,"['效率', '合作', '传统', '解决', '高效', '需求', '携手']",1,['现场'],0,[],企业合作
